9.44713,18.3377,2,-0.375559,0,0,-0.926798
-8.65,20.45,2,0.97581,0,0,-0.218618
-11.15,12.55,2,0.000398119,0,0,-1
-9.35,4.15,2,0.23323,0,0,-0.972422
-5.45,-4.85,2,0.0852944,0,0,-0.996356
-3.75,-16.95,2,1,0,0,-0.000398119
3.75,-16.95,2,1,0,0,-0.000398119
4.95,-5.45,2,0.996356,0,0,-0.0852944
7.95,4.95,2,0.982863,0,0,-0.184338
9.65,12.95,2,0.0203968,0,0,-0.999792
6.65,21.05,2,0.389785,0,0,-0.920906
-1,24.25,2,0.731417,0,0,-0.68193
-685.573,-19.0523,141.53,-0.375559,0,0,-0.926798
-703.67,-16.94,141.53,0.97581,0,0,-0.218618
-706.17,-24.84,141.53,0.000398119,0,0,-1
-704.37,-33.24,141.53,0.23323,0,0,-0.972422
-700.47,-42.24,141.53,0.0852944,0,0,-0.996356
-698.77,-54.34,141.53,1,0,0,-0.000398119
-691.27,-54.34,141.53,1,0,0,-0.000398119
-690.07,-42.84,141.53,0.996356,0,0,-0.0852944
-687.07,-32.44,141.53,0.982863,0,0,-0.184338
-685.37,-24.44,141.53,0.0203968,0,0,-0.999792
-688.37,-16.34,141.53,0.389785,0,0,-0.920906
-696.02,-13.14,141.53,0.731417,0,0,-0.68193
