-13.545,10.2181,2.89468,0.724643,0,0,0.689124
-0.81115,18.7004,2.78239,0.847897,0,0,0.530161
4.25926,13.445,2.4208,0.978039,0,0,0.208423
2.45228,5.60846,2.85295,0.256663,0,0,0.966501
-3.20116,-4.46781,2.77425,0.300075,0,0,0.953916
-5.97001,-11.7985,2.83951,-0.137211,0,0,0.990542
-2.09175,-17.9165,2.03097,0.901557,0,0,0.432661
5.48422,-19.5043,2.37937,0.554747,0,0,0.832019
12.5496,-14.846,2.48242,0.100434,0,0,0.994944
12.8238,-5.90313,2.79885,0.930433,0,0,0.366462
4.28132,-1.71461,1.85645,0.77295,0,0,0.634467
-5.83246,1.43532,1.78544,0.7599,0,0,0.65004
-12.5589,6.72457,2.80647,0.977854,0,0,0.209286
-13.3723,13.6533,2.98289,0.0251158,0,0,0.999685
-8.30823,19.6542,2.82704,0.535058,0,0,0.844816
242.355,360.018,-2.10532,0.724643,0,0,0.689124
255.089,368.5,-2.21761,0.847897,0,0,0.530161
260.159,363.245,-2.5792,0.978039,0,0,0.208423
258.352,355.408,-2.14705,0.256663,0,0,0.966501
252.699,345.332,-2.22575,0.300075,0,0,0.953916
249.93,338.001,-2.16049,-0.137211,0,0,0.990542
253.808,331.884,-2.96903,0.901557,0,0,0.432661
261.384,330.296,-2.62063,0.554747,0,0,0.832019
268.45,334.954,-2.51758,0.100434,0,0,0.994944
268.724,343.897,-2.20115,0.930433,0,0,0.366462
260.181,348.085,-3.14355,0.77295,0,0,0.634467
250.068,351.235,-3.21456,0.7599,0,0,0.65004
243.341,356.525,-2.19353,0.977854,0,0,0.209286
242.528,363.453,-2.01711,0.0251158,0,0,0.999685
247.592,369.454,-2.17296,0.535058,0,0,0.844816
