11.2078,21.1243,3.79401,-0.371433,0,0,-0.92846
-10.8217,23.1227,3.35574,0.983737,0,0,-0.179616
-13.7521,15.5413,4.23021,0.033683,0,0,-0.999432
-11.1281,5.44455,3.86203,0.233755,0,0,-0.972295
-5.67223,-5.74945,2.41591,0.0743878,0,0,-0.997229
-4.23628,-19.395,3.06274,0.999684,0,0,0.0251168
3.48312,-19.0563,3.88879,0.999976,0,0,-0.00689902
6.10204,-6.33054,3.94435,0.99631,0,0,-0.0858301
10.1762,4.96991,2.51531,0.988395,0,0,-0.151903
11.1317,14.5809,3.64624,0.0420028,0,0,-0.999117
7.97986,24.199,3.94178,0.393877,0,0,-0.919163
-0.648113,29.1623,2.39355,0.747723,0,0,-0.664011
-683.812,-16.2657,143.324,-0.371433,0,0,-0.92846
-705.842,-14.2673,142.886,0.983737,0,0,-0.179616
-708.772,-21.8487,143.76,0.033683,0,0,-0.999432
-706.148,-31.9454,143.392,0.233755,0,0,-0.972295
-700.692,-43.1394,141.946,0.0743878,0,0,-0.997229
-699.256,-56.785,142.593,0.999684,0,0,0.0251168
-691.537,-56.4463,143.419,0.999976,0,0,-0.00689902
-688.918,-43.7205,143.474,0.99631,0,0,-0.0858301
-684.844,-32.4201,142.045,0.988395,0,0,-0.151903
-683.888,-22.8091,143.176,0.0420028,0,0,-0.999117
-687.04,-13.191,143.472,0.393877,0,0,-0.919163
-695.668,-8.2277,141.924,0.747723,0,0,-0.664011
