18.1247,17.176,2.74307,-0.498684,0,0,-0.866784
-1.28081,27.2205,2.76364,0.934535,0,0,-0.355872
-7.03124,18.9798,3.36874,-0.151826,0,0,-0.988407
-9.2699,8.53483,3.90092,0.0612231,0,0,-0.998124
-9.12579,-3.38764,3.79454,-0.0955451,0,0,-0.995425
-11.8195,-17.6155,2.83847,0.990684,0,0,-0.13618
-1.58752,-21.5506,3.42843,0.983998,0,0,-0.17818
3.45387,-8.25295,4.14801,0.961816,0,0,-0.273695
11.0559,2.70895,2.37469,0.925413,0,0,-0.37896
16.8955,11.0615,2.68464,-0.131762,0,0,-0.991281
15.7784,21.2117,2.80151,0.260286,0,0,-0.965531
9.04447,26.5972,2.92641,0.587508,0,0,-0.809219
-437.685,93.206,142.273,-0.498684,0,0,-0.866784
-457.091,103.251,142.294,0.934535,0,0,-0.355872
-462.841,95.0098,142.899,-0.151826,0,0,-0.988407
-465.08,84.5648,143.431,0.0612231,0,0,-0.998124
-464.936,72.6424,143.325,-0.0955451,0,0,-0.995425
-467.63,58.4145,142.368,0.990684,0,0,-0.13618
-457.398,54.4794,142.958,0.983998,0,0,-0.17818
-452.356,67.777,143.678,0.961816,0,0,-0.273695
-444.754,78.739,141.905,0.925413,0,0,-0.37896
-438.914,87.0915,142.215,-0.131762,0,0,-0.991281
-440.032,97.2417,142.332,0.260286,0,0,-0.965531
-446.766,102.627,142.456,0.587508,0,0,-0.809219
